Body,Type,Other,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
City Council,Roundtable/Working,,12/12/22,05:00 PM,completed,4188,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4188,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3770&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3770&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2605&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2605&Inline=True
Charter Review Committee,Committee,,12/13/22,11:00 AM,completed,4241,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4241,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3777&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3777&Inline=True,,
Housing Committee,Committee,,12/13/22,01:00 PM,completed,4237,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4237,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3768&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3768&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2615&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2615&Inline=True
Planning Board,Planning Board,,12/13/22,06:30 PM,completed,4219,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4219,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3774&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2619&Inline=True
Ordinance Committee,Committee,,12/14/22,12:30 PM,completed,4229,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4229,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3757&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3757&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2611&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2611&Inline=True
Ordinance Committee,Committee,,12/14/22,01:30 PM,completed,4230,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4230,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3759&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3759&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2610&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2610&Inline=True
Public Safety Committee,Committee,,12/14/22,03:00 PM,completed,4224,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4224,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3752&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3752&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2614&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2614&Inline=True
Finance Committee,Committee,,12/15/22,11:00 AM,completed,4238,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4238,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3773&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3773&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2622&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2622&Inline=True
City Council,Regular,,12/19/22,05:30 PM,completed,4189,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4189,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3780&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3780&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2609&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2609&Inline=True
Health & Environment Committee,Committee,,12/20/22,12:30 PM,cancelled,4239,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4239,,,,
Charter Review Committee,Committee,,12/20/22,05:30 PM,completed,4236,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4236,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3766&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3766&Inline=True,,
Planning Board,Planning Board,,12/20/22,06:30 PM,completed,4220,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4220,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3779&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2642&Inline=True
Ordinance Committee,Committee,,01/03/23,04:00 PM,completed,4231,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4231,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3760&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3760&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2621&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2621&Inline=True
Charter Review Committee,Committee,,01/03/23,05:30 PM,completed,4269,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4269,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3787&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3787&Inline=True,,
Ordinance Committee,Committee,,01/04/23,05:00 PM,completed,4232,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4232,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3761&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3761&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2620&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2620&Inline=True
Community Benefits Advisory Committee,Regular,,01/09/23,04:00 PM,completed,4297,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4297,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2631&Inline=True
City Council,Regular,,01/09/23,05:30 PM,completed,4248,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4248,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3790&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3790&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2616&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2616&Inline=True
Housing Committee,Committee,,01/10/23,01:00 PM,completed,4240,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4240,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3776&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3776&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2623&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2623&Inline=True
Planning Board,Planning Board,,01/10/23,06:30 PM,completed,4243,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4243,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3791&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2643&Inline=True
"Government Operations, Rules & Claims Committee",Committee,,01/11/23,03:00 PM,completed,4233,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4233,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3762&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3762&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2626&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2626&Inline=True
Charter Review Committee,Committee,,01/17/23,05:30 PM,completed,4274,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4274,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3795&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3795&Inline=True,,
Planning Board,Planning Board,,01/17/23,06:30 PM,completed,4244,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4244,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3794&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2644&Inline=True
Economic Development & University Relations Committee,Committees,,01/18/23,01:00 PM,completed,4268,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4268,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3786&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3786&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2638&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2638&Inline=True
City Council,Special,,01/18/23,03:00 PM,completed,4273,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4273,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3793&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3793&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2634&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2634&Inline=True
City Council,Regular,,01/23/23,05:30 PM,completed,4249,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4249,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3797&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3797&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2624&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2624&Inline=True
Economic Development & University Relations Committee,Committees,,01/24/23,03:00 PM,completed,4272,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4272,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3792&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3792&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2637&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2637&Inline=True
Civic Unity Committee,Committee,,01/25/23,03:30 PM,cancelled,4270,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4270,,,,
City Council,Special,,01/25/23,03:30 PM,completed,4279,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4279,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3798&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3798&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2743&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2743&Inline=True
Ordinance Committee,Committee,,01/26/23,12:00 PM,completed,4271,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4271,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3789&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3789&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2627&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2627&Inline=True
Charter Review Committee,Committee,,01/27/23,11:00 AM,completed,4286,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4286,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3800&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3800&Inline=True,,
City Council,Roundtable/Working,,01/30/23,05:30 PM,completed,4250,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4250,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3799&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3799&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2625&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2625&Inline=True
Finance Committee,Committee,,01/31/23,12:00 PM,cancelled,4242,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4242,,,,
Charter Review Committee,Committee,,01/31/23,05:30 PM,completed,4275,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4275,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3807&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3807&Inline=True,,
Planning Board,Planning Board,,01/31/23,06:30 PM,completed,4245,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4245,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3808&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2660&Inline=True
Finance Committee,Committee,,02/02/23,01:30 PM,completed,4290,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4290,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3811&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3811&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2646&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2646&Inline=True
Civic Unity Committee,Committee,,02/02/23,05:00 PM,completed,4288,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4288,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3809&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3809&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2647&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2647&Inline=True
Community Benefits Advisory Committee,Regular,,02/06/23,04:00 PM,completed,4298,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4298,,,,
City Council,Regular,,02/06/23,05:30 PM,completed,4251,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4251,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3815&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3815&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2632&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2632&Inline=True
Economic Development & University Relations Committee,Committees,,02/07/23,03:00 PM,completed,4278,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4278,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3796&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3796&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2640&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2640&Inline=True
Charter Review Committee,Committee,,02/07/23,05:30 PM,completed,4293,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4293,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3816&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3816&Inline=True,,
Planning Board,Planning Board,,02/07/23,06:30 PM,completed,4246,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4246,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3814&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2661&Inline=True
Housing Committee,Committee,,02/08/23,12:30 PM,completed,4291,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4291,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3812&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3812&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2648&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2648&Inline=True
Board of Zoning Appeal,Hearing – Remote,,02/09/23,06:00 PM,completed,4299,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4299,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3819&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3819&Inline=True,,
City Council,Regular,,02/13/23,05:30 PM,completed,4252,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4252,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3822&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3822&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2633&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2633&Inline=True
Ordinance Committee,Committee,,02/14/23,03:00 PM,completed,4280,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4280,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3801&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3801&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2636&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2636&Inline=True
City Council,Roundtable/Working,,02/14/23,05:00 PM,completed,4301,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4301,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3823&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3823&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2655&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2655&Inline=True
Planning Board,Planning Board,,02/14/23,06:30 PM,completed,4247,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4247,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3821&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2662&Inline=True
Ordinance Committee,Committee,,02/15/23,12:30 PM,completed,4285,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4285,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3802&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3802&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2635&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2635&Inline=True
City Council,Special,,02/16/23,10:00 AM,completed,4289,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4289,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3810&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3810&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2656&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2656&Inline=True
Board of Zoning Appeal,Hearing – Remote,,02/23/23,06:00 PM,completed,4300,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4300,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3820&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3820&Inline=True,,
City Council,Regular,,02/27/23,05:30 PM,completed,4253,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4253,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3832&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3832&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2641&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2641&Inline=True
Human Services & Veterans Committee,Committee,,02/28/23,12:30 PM,completed,4295,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4295,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3818&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3818&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2654&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2654&Inline=True
Ordinance Committee,Committee,,02/28/23,03:00 PM,completed,4281,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4281,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3803&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3803&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2645&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2645&Inline=True
Charter Review Committee,Committee,,02/28/23,05:30 PM,completed,4277,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4277,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3824&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3824&Inline=True,,
Planning Board,Planning Board,,02/28/23,06:30 PM,completed,4287,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4287,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3831&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2663&Inline=True
Health & Environment Committee,Committee,,03/01/23,12:30 PM,cancelled,4294,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4294,,,,
Ordinance Committee,Committee,,03/01/23,05:00 PM,cancelled,4282,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4282,,,,
Community Benefits Advisory Committee,Regular,,03/06/23,04:00 PM,completed,4332,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4332,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3859&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2666&Inline=True
City Council,Regular,,03/06/23,05:30 PM,completed,4254,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4254,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3835&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3835&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2649&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2649&Inline=True
Ordinance Committee,Committee,,03/07/23,12:30 PM,completed,4283,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4283,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3805&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3805&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2659&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2659&Inline=True
Housing Committee,Committee,,03/08/23,03:00 PM,completed,4284,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4284,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3833&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3833&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2664&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2664&Inline=True
Board of Zoning Appeal,Regular,,03/09/23,06:00 PM,completed,4308,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4308,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3829&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3829&Inline=True,,
City Council,Roundtable/Working,,03/13/23,05:30 PM,completed,4255,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4255,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3839&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3839&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2650&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2650&Inline=True
Charter Review Committee,Committee,,03/14/23,05:30 PM,completed,4303,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4303,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3825&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3825&Inline=True,,
Planning Board,Planning Board,,03/14/23,06:30 PM,cancelled,4307,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4307,,,,
City Council,Regular,,03/20/23,05:30 PM,completed,4256,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4256,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3845&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3845&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2657&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2657&Inline=True
